title,price,sold,location,link,category_link,preprocessed_text
Gemini -Moaci Gemini Original Wijen Isi 16,50.000,"4,7RB Terjual",KOTA SEMARANG,https://shopee.co.id/Gemini-Moaci-Gemini-Original-Wijen-Isi-16-i.405800224.9738259822?sp_atk=a6ff05c8-c6ec-49fe-97d1-38cc3d8723be&xptdk=a6ff05c8-c6ec-49fe-97d1-38cc3d8723be,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,gemini moaci gemini original wijen isi
"Roti nana ""friends bakery""",1.890,"8,8RB Terjual",KAB. SIDOARJO,https://shopee.co.id/Roti-nana-friends-bakery--i.9038569.11098041627?sp_atk=c2ad7d1e-540a-4191-92c6-eaeaf835d5d5&xptdk=c2ad7d1e-540a-4191-92c6-eaeaf835d5d5,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti nana friends bakery
Bola Susu | Bola Susu Dancow | Bolsu Ganemol 500ml,36.999,"9,9RB Terjual",KAB. BANDUNG,https://shopee.co.id/Bola-Susu-Bola-Susu-Dancow-Bolsu-Ganemol-500ml-i.108045369.7786280559?sp_atk=6ca93702-febe-42fc-a79c-dff50619756b&xptdk=6ca93702-febe-42fc-a79c-dff50619756b,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bola susu bola susu dancow bolsu ganemol ml
Mochi DwiPuspa,17.000,10RB+ Terjual,KOTA SUKABUMI,https://shopee.co.id/Mochi-DwiPuspa-i.20992974.2499335377?sp_atk=acc75263-c384-45af-bd1c-fc87a177907d&xptdk=acc75263-c384-45af-bd1c-fc87a177907d,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,mochi dwipuspa
Bakpia pathok 25 Original (Kemasan Vakum) packing kardus n Bubblewrap,35.055,1RB Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-pathok-25-Original-(Kemasan-Vakum)-packing-kardus-n-Bubblewrap-i.191285873.10429085528?sp_atk=cca4aa30-2188-4f35-9fb0-31df150aba0c&xptdk=cca4aa30-2188-4f35-9fb0-31df150aba0c,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia pathok original kemas vakum packing kardus n bubblewrap
Rice paper KOTAK / Banh Trang High Quality Kulit Lumpia Vietnam,10.990,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Rice-paper-KOTAK-Banh-Trang-High-Quality-Kulit-Lumpia-Vietnam-i.153969382.21955634472?sp_atk=2ed918a1-9420-4740-9956-0ef5291d403a&xptdk=2ed918a1-9420-4740-9956-0ef5291d403a,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,rice paper kotak banh trang high quality kulit lumpia vietnam
KIRIM INSTAN Kulit Lumpia 6pcs,3.480,"3,4RB Terjual",KOTA JAKARTA SELATAN,https://shopee.co.id/KIRIM-INSTAN-Kulit-Lumpia-6pcs-i.29231514.22105650772?sp_atk=0efba5d7-fc90-451a-9f7f-f02354ef5cbd&xptdk=0efba5d7-fc90-451a-9f7f-f02354ef5cbd,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,kirim instan kulit lumpia pcs
Bolu Susu Lembang Blackforest - Reguler Pack (550gr),37.000,"4,7RB Terjual",KOTA BANDUNG,https://shopee.co.id/Bolu-Susu-Lembang-Blackforest-Reguler-Pack-(550gr)-i.388986220.8115795804?sp_atk=aa4cd4d3-336a-4c55-aaea-25638cbd0622&xptdk=aa4cd4d3-336a-4c55-aaea-25638cbd0622,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bolu susu lembang blackforest reguler pack gr
Lapis Bogor Sangkuriang Blackforest - Reguler Pack (550gr),37.000,"2,4RB Terjual",KOTA BOGOR,https://shopee.co.id/Lapis-Bogor-Sangkuriang-Blackforest-Reguler-Pack-(550gr)-i.237534970.4647583796?sp_atk=41202a7e-c966-45e3-b019-bf7e698bc3b8&xptdk=41202a7e-c966-45e3-b019-bf7e698bc3b8,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,lapis bogor sangkuriang blackforest reguler pack gr
PINGGIRAN KUE LAPIS LEGIT WISMAN 250 GRAM,30.000,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/PINGGIRAN-KUE-LAPIS-LEGIT-WISMAN-250-GRAM-i.180649684.6532931929?sp_atk=609efe6d-5851-410c-9ea1-2f08e9648087&xptdk=609efe6d-5851-410c-9ea1-2f08e9648087,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,pinggir kue lapis legit wisman gram
HPT - RICE PAPERS 50 Lembar Kulit Lumpia rice papers - JAVA SUPER FOOD,45.200,328 Terjual,KAB. BEKASI,https://shopee.co.id/HPT-RICE-PAPERS-50-Lembar-Kulit-Lumpia-rice-papers-JAVA-SUPER-FOOD-i.651687.22660285438?sp_atk=d6211fe3-7350-4911-afe1-9d6d6c78cb35&xptdk=d6211fe3-7350-4911-afe1-9d6d6c78cb35,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,hpt rice papers lembar kulit lumpia rice papers java super food
Bakpia Kukus Tugu Jogja Original Keju - Travel Pack,45.000,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Original-Keju-Travel-Pack-i.237483107.3727782341?sp_atk=ac09ffdf-0670-4f8a-bb30-f9e6c7a14745&xptdk=ac09ffdf-0670-4f8a-bb30-f9e6c7a14745,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja original keju travel pack
Bakpia Kukus Tugu Jogja Chocolava - Travel Pack,45.000,3RB Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Chocolava-Travel-Pack-i.237483107.18874882338?sp_atk=251e1147-84a7-443e-a180-6a28fce389d0&xptdk=251e1147-84a7-443e-a180-6a28fce389d0,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja chocolava travel pack
WAJIK WAJIT CILILIN DAUN JAGUNG WAJIT RASA MAKANAN KHAS OLEH OLEH WAJIK BANDUNG KETAN ASLI,16.500,10RB+ Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/WAJIK-WAJIT-CILILIN-DAUN-JAGUNG-WAJIT-RASA-MAKANAN-KHAS-OLEH-OLEH-WAJIK-BANDUNG-KETAN-ASLI-i.50955220.9719921393?sp_atk=0ea77b7e-1fbf-4c6a-a905-8b88b804c8a8&xptdk=0ea77b7e-1fbf-4c6a-a905-8b88b804c8a8,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,wajik wajit cililin daun jagung wajit makan khas wajik bandung ketan asli
Nastar Premium 100 % nanas asli berat 400 gram,41.000,"1,5RB Terjual",KAB. BEKASI,https://shopee.co.id/Nastar-Premium-100-nanas-asli-berat-400-gram-i.295903542.20271382340?sp_atk=cc0789ba-4b28-47f9-be04-3a3791c0a1ec&xptdk=cc0789ba-4b28-47f9-be04-3a3791c0a1ec,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,nastar premium nanas asli berat gram
"BAKPIA JUWARA SATOE [ 3 Box ] Paket Mix Combo Bakpia Basah (Durian, Coklat, Keju) - Oleh Oleh Khas Jogja",83.828,"4,7RB Terjual",KAB. SLEMAN,https://shopee.co.id/BAKPIA-JUWARA-SATOE-3-Box-Paket-Mix-Combo-Bakpia-Basah-(Durian-Coklat-Keju)-Oleh-Oleh-Khas-Jogja-i.606000231.23419458971?sp_atk=bf4553d2-ebd5-421c-bd2c-f9210558d555&xptdk=bf4553d2-ebd5-421c-bd2c-f9210558d555,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia juwara satoe box paket mix combo bakpia basah durian coklat keju khas jogja
BERNARDI aneka roti burger hotdog plain rolls,24.700,10RB+ Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/BERNARDI-aneka-roti-burger-hotdog-plain-rolls-i.119224497.1880640282?sp_atk=9611d3e2-ea51-4efb-91b4-cf6780f85d64&xptdk=9611d3e2-ea51-4efb-91b4-cf6780f85d64,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bernardi aneka roti burger hotdog plain rolls
KUE PANGPANG 250gr / KUE BANTAL / PANGPANG MANIS / PANG PANG SNACK,14.975,"8,6RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/KUE-PANGPANG-250gr-KUE-BANTAL-PANGPANG-MANIS-PANG-PANG-SNACK-i.250469336.7128465093?sp_atk=52ce4a9c-e2d7-4e31-8afc-5c13aff203f0&xptdk=52ce4a9c-e2d7-4e31-8afc-5c13aff203f0,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,kue pangpang gr kue bantal pangpang manis pang pang snack
Chocomory Strawberry Pie isi 20 500g,88.000,"3,8RB Terjual",KOTA BOGOR,https://shopee.co.id/Chocomory-Strawberry-Pie-isi-20-500g-i.146104375.5852687200?sp_atk=f3831932-e2db-4793-892e-4eb78ce4a442&xptdk=f3831932-e2db-4793-892e-4eb78ce4a442,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,chocomory strawberry pie isi g
Roti Panggang Aoka roti gulung momotaro pandan official gulung cookies official store 1 dus mix campur bogor coklat keju,2.178,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Roti-Panggang-Aoka-roti-gulung-momotaro-pandan-official-gulung-cookies-official-store-1-dus-mix-campur-bogor-coklat-keju-i.174580979.19945591706?sp_atk=fdef725e-c762-4476-80e7-470ffba73d96&xptdk=fdef725e-c762-4476-80e7-470ffba73d96,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti panggang aoka roti gulung momotaro pandan official gulung cookies official store dus mix campur bogor coklat keju
Dodol khas betawi Mpok Mumun oleh oleh dari jakarta,25.110,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Dodol-khas-betawi-Mpok-Mumun-oleh-oleh-dari-jakarta-i.879558787.22512001530?sp_atk=6f10b28b-706d-4589-bd50-a17dd0b6d2d7&xptdk=6f10b28b-706d-4589-bd50-a17dd0b6d2d7,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,dodol khas betawi mpok mumun jakarta
Bakpia Kukus Tugu Jogja Original Kacang Hijau - Travel Pack,45.000,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Original-Kacang-Hijau-Travel-Pack-i.237483107.7727685571?sp_atk=73433051-4bfe-4ff2-8e7a-447eee0ecabf&xptdk=73433051-4bfe-4ff2-8e7a-447eee0ecabf,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja original kacang hijau travel pack
roti sandwich nana,1.899,10RB+ Terjual,KAB. SIDOARJO,https://shopee.co.id/roti-sandwich-nana-i.296107925.20233957208?sp_atk=1cd53c47-1eeb-46ca-9979-14d9f025c1c4&xptdk=1cd53c47-1eeb-46ca-9979-14d9f025c1c4,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti sandwich nana
Roti Nana Aneka rasa,1.980,637 Terjual,KAB. GRESIK,https://shopee.co.id/Roti-Nana-Aneka-rasa-i.822579663.22987845445?sp_atk=3a8f2bae-7fd8-4233-97a8-a9dba4546108&xptdk=3a8f2bae-7fd8-4233-97a8-a9dba4546108,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti nana aneka
Brownies Fudgy Dark Cokelat Skat (Isi 25 pcs) Khusus Buat Penggila Cokelat Sejati,50.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Brownies-Fudgy-Dark-Cokelat-Skat-(Isi-25-pcs)-Khusus-Buat-Penggila-Cokelat-Sejati-i.121045389.6048404160?sp_atk=6cd3a7ea-e867-48b4-9b9c-cae180067f65&xptdk=6cd3a7ea-e867-48b4-9b9c-cae180067f65,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,brownies fudgy dark cokelat skat isi pcs khusus gila cokelat sejati
Kue Pie Pai  Susu isi 10 asli Bali tanpa PO siap Kirim,19.800,"7,2RB Terjual",KOTA TANGERANG,https://shopee.co.id/Kue-Pie-Pai-Susu-isi-10-asli-Bali-tanpa-PO-siap-Kirim-i.221253927.15202158303?sp_atk=68dc4c3e-bc17-40f1-8f1d-1c698f65c64d&xptdk=68dc4c3e-bc17-40f1-8f1d-1c698f65c64d,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,kue pie pai susu isi asli bal po kirim
"Bittersweet by Najla - Choco Nutella Layer, Matcha Layer, Cheese Layer & Snacktok Full Cookies Tiramisu",156.750,"1,5RB Terjual",KOTA JAKARTA SELATAN,https://shopee.co.id/Bittersweet-by-Najla-Choco-Nutella-Layer-Matcha-Layer-Cheese-Layer-Snacktok-Full-Cookies-Tiramisu-i.80053536.22680236129?sp_atk=f48ebdeb-8dd2-456f-996c-437ac39b2bf9&xptdk=f48ebdeb-8dd2-456f-996c-437ac39b2bf9,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bittersweet by najla choco nutella layer matcha layer cheese layer snacktok full cookies tiramisu
Tawar halus by friends bakery,8.499,"3,4RB Terjual",KAB. SIDOARJO,https://shopee.co.id/Tawar-halus-by-friends-bakery-i.9038569.18548093005?sp_atk=9a2ecac1-a2a7-4742-9fed-7ee8e01eea9c&xptdk=9a2ecac1-a2a7-4742-9fed-7ee8e01eea9c,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,tawar halus by friends bakery
Bakpao Coklat Karakter/Bapau/Kapao/Bakpau 3Bintang/Mipao/Bakpau,11.900,"4,3RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/Bakpao-Coklat-Karakter-Bapau-Kapao-Bakpau-3Bintang-Mipao-Bakpau-i.40444664.6671621425?sp_atk=d029841d-9df6-46ca-9a99-c052d0c87009&xptdk=d029841d-9df6-46ca-9a99-c052d0c87009,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpao coklat karakterbapaukapaobakpau bintangmipaobakpau
Bluder Madiun TERMURAH se-INDONESIA - Roti Bluder Cinta - Oleh oleh Khas - Asli Madiun - Bakery,7.999,10RB+ Terjual,KOTA MADIUN,https://shopee.co.id/Bluder-Madiun-TERMURAH-se-INDONESIA-Roti-Bluder-Cinta-Oleh-oleh-Khas-Asli-Madiun-Bakery-i.135352077.4540821930?sp_atk=7d376892-9451-41c1-8f5e-cbec0ae3e1d0&xptdk=7d376892-9451-41c1-8f5e-cbec0ae3e1d0,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bluder madiun murah indonesia roti bluder cinta khas asli madiun bakery
Bakpia Kukus Tugu Jogja Brownies Cokelat - Mini Pack,24.500,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Brownies-Cokelat-Mini-Pack-i.237483107.6736659174?sp_atk=665d08dc-6366-4422-8480-b6e73146aae0&xptdk=665d08dc-6366-4422-8480-b6e73146aae0,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja brownies cokelat mini pack
"Kraft Keju Cake Bolu Box 12x16g, kue bolu lembut dengan taburan keju cemilan favorit keluarga",29.100,"3,7RB Terjual",KOTA BEKASI,https://shopee.co.id/Kraft-Keju-Cake-Bolu-Box-12x16g-kue-bolu-lembut-dengan-taburan-keju-cemilan-favorit-keluarga-i.20090785.216895141?sp_atk=fd1cffa0-680a-4293-8412-21007ecba2a3&xptdk=fd1cffa0-680a-4293-8412-21007ecba2a3,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,kraft keju cake bolu box xg kue bolu lembut tabur keju cemilan favorit keluarga
Bakpia Kukus Tugu Jogja Brownies Cokelat - Travel Pack,45.000,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Brownies-Cokelat-Travel-Pack-i.237483107.3527779032?sp_atk=9b3b8680-dcd8-4a0e-a996-bb91cd2de909&xptdk=9b3b8680-dcd8-4a0e-a996-bb91cd2de909,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja brownies cokelat travel pack
Aoka Roti Panggang aneka rasa (65 gr) cemilan enak dan murah,2.500,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/Aoka-Roti-Panggang-aneka-rasa-(65-gr)-cemilan-enak-dan-murah-i.39881454.20606159059?sp_atk=509a1e6a-268a-427a-9231-24752d11d135&xptdk=509a1e6a-268a-427a-9231-24752d11d135,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,aoka roti panggang aneka gr cemilan enak murah
PIA PUTRA BALI 1 RENCENG 10 PCS,4.435,"6,5RB Terjual",KAB. SIDOARJO,https://shopee.co.id/PIA-PUTRA-BALI-1-RENCENG-10-PCS-i.296107925.19307274335?sp_atk=e6e25201-9899-45ae-967b-8d34c34d2146&xptdk=e6e25201-9899-45ae-967b-8d34c34d2146,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,pia putra bal renceng pcs
Haan brownies kukus/panggang 230gr instan cake mix,10.900,"1,5RB Terjual",KOTA BANDUNG,https://shopee.co.id/Haan-brownies-kukus-panggang-230gr-instan-cake-mix-i.280514562.25903151662?sp_atk=d1a0842e-5952-4472-b2e0-d41a87fd0ae2&xptdk=d1a0842e-5952-4472-b2e0-d41a87fd0ae2,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,haan brownies kukuspanggang gr instan cake mix
Bolu Susu Lembang Tiramisu - Reguler Pack (550gr),37.000,779 Terjual,KOTA BANDUNG,https://shopee.co.id/Bolu-Susu-Lembang-Tiramisu-Reguler-Pack-(550gr)-i.388986220.22533545437?sp_atk=e9a0697d-c466-4eaf-940c-6b648f15ac35&xptdk=e9a0697d-c466-4eaf-940c-6b648f15ac35,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bolu susu lembang tiramisu reguler pack gr
BAKPIA JUWARA SATOE [ 3 Box ] Paket Bakpia Basah Kacang Hijau Original - Oleh Oleh Khas Jogja,62.871,"5,5RB Terjual",KAB. SLEMAN,https://shopee.co.id/BAKPIA-JUWARA-SATOE-3-Box-Paket-Bakpia-Basah-Kacang-Hijau-Original-Oleh-Oleh-Khas-Jogja-i.606000231.12895362286?sp_atk=e19881d6-d584-4947-b88d-3cc38c0913a2&xptdk=e19881d6-d584-4947-b88d-3cc38c0913a2,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia juwara satoe box paket bakpia basah kacang hijau original khas jogja
"Bittersweet by Najla - 3 Crombomini (Belgium, Nutella & Choco Milk)",139.175,211 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/Bittersweet-by-Najla-3-Crombomini-(Belgium-Nutella-Choco-Milk)-i.80053536.25759129835?sp_atk=cfe90052-d5fb-4a90-95e8-853ac455dc1e&xptdk=cfe90052-d5fb-4a90-95e8-853ac455dc1e,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bittersweet by najla crombomini belgium nutella choco milk
Bittersweet by Najla - Bundle Snacktok Full Cookies & Puff Pastry Layer (Nutella),89.775,"1,3RB Terjual",KOTA JAKARTA SELATAN,https://shopee.co.id/Bittersweet-by-Najla-Bundle-Snacktok-Full-Cookies-Puff-Pastry-Layer-(Nutella)-i.80053536.17093734377?sp_atk=641013cf-7dd3-4a67-a093-2a0fc1ace769&xptdk=641013cf-7dd3-4a67-a093-2a0fc1ace769,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bittersweet by najla bundle snacktok full cookies puff pastry layer nutella
Roti Maryam / Roti Cane / Canai Original Tasaji Foods,14.500,"6,4RB Terjual",KOTA BEKASI,https://shopee.co.id/Roti-Maryam-Roti-Cane-Canai-Original-Tasaji-Foods-i.90407762.7489481640?sp_atk=da33a5b9-73bd-4720-ad38-fa7113f15613&xptdk=da33a5b9-73bd-4720-ad38-fa7113f15613,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti maryam roti cane canai original tasaji foods
ROTI MARYAM OMAR Original isi 5 Ukuran BESAR,15.900,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/ROTI-MARYAM-OMAR-Original-isi-5-Ukuran-BESAR-i.105063937.1867526274?sp_atk=db8abb58-d145-4661-94ae-c9a118432fb3&xptdk=db8abb58-d145-4661-94ae-c9a118432fb3,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti maryam omar original isi ukur
Bolu Susu Lembang Cokelat - Reguler Pack (550gr),37.000,"4,2RB Terjual",KOTA BANDUNG,https://shopee.co.id/Bolu-Susu-Lembang-Cokelat-Reguler-Pack-(550gr)-i.388986220.2918572743?sp_atk=59423ce1-c290-4a57-a4f6-058ba978adda&xptdk=59423ce1-c290-4a57-a4f6-058ba978adda,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bolu susu lembang cokelat reguler pack gr
Bittersweet by Najla - ( FREE NUTELLA LAYER ) Choco lava choco milk + Snacktok full cookies baby joy,128.725,183 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/Bittersweet-by-Najla-(-FREE-NUTELLA-LAYER-)-Choco-lava-choco-milk-Snacktok-full-cookies-baby-joy-i.80053536.24660668267?sp_atk=8dabc19c-c6b8-45af-b4a1-f471ab72a078&xptdk=8dabc19c-c6b8-45af-b4a1-f471ab72a078,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bittersweet by najla free nutella layer choco lava choco milk snacktok full cookies baby joy
Bakpia Kukus Tugu Jogja Brownies Keju - Mini Pack,24.500,"9,5RB Terjual",KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Brownies-Keju-Mini-Pack-i.237483107.6236658745?sp_atk=8ca93059-7921-44c7-bb09-26820d5735b1&xptdk=8ca93059-7921-44c7-bb09-26820d5735b1,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja brownies keju mini pack
Lapis Bogor Sangkuriang Original - Reguler Pack (500gr),37.000,"4,1RB Terjual",KOTA BOGOR,https://shopee.co.id/Lapis-Bogor-Sangkuriang-Original-Reguler-Pack-(500gr)-i.237534970.5427734641?sp_atk=0c420c7c-06b5-4f91-bd39-1bd27e147275&xptdk=0c420c7c-06b5-4f91-bd39-1bd27e147275,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,lapis bogor sangkuriang original reguler pack gr
TERLARIS COD !!! kue Putri Salju / Kue Putri salju Isi 250 gram (1/4 Kg Per Toples) cemilan keluarga,25.000,"2,3RB Terjual",KAB. TANGERANG,https://shopee.co.id/TERLARIS-COD-!!!-kue-Putri-Salju-Kue-Putri-salju-Isi-250-gram-(1-4-Kg-Per-Toples)-cemilan-keluarga-i.137067158.3587916957?sp_atk=c8b78c33-fd29-465f-87e0-2fcb961812fe&xptdk=c8b78c33-fd29-465f-87e0-2fcb961812fe,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,laris cod kue putri salju kue putri salju isi gram kg toples cemilan keluarga
Bakpia Kukus Tugu Jogja Brownies Keju - Travel Pack,45.000,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Brownies-Keju-Travel-Pack-i.237483107.7627682772?sp_atk=0b93060a-104b-4812-95b7-c2430e53e422&xptdk=0b93060a-104b-4812-95b7-c2430e53e422,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja brownies keju travel pack
Roti Maryam / Roti Canai / Roti Cane Frozen Rasa Original Isi 10 Pcs,13.500,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Roti-Maryam-Roti-Canai-Roti-Cane-Frozen-Rasa-Original-Isi-10-Pcs-i.579669489.10767091980?sp_atk=e50ec7bd-1013-4eb7-abb7-b941c138643c&xptdk=e50ec7bd-1013-4eb7-abb7-b941c138643c,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,roti maryam roti canai roti cane frozen original isi pcs
Bakpia Kukus Tugu Jogja Pandan Cokelat - Travel Pack,45.000,"6,3RB Terjual",KAB. SLEMAN,https://shopee.co.id/Bakpia-Kukus-Tugu-Jogja-Pandan-Cokelat-Travel-Pack-i.237483107.16857835170?sp_atk=e2823d74-6da3-4581-81c2-cf19d7159eea&xptdk=e2823d74-6da3-4581-81c2-cf19d7159eea,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia kukus tugu jogja pandan cokelat travel pack
"BAKPIA JUWARA SATOE [ 4 Box ] Paket Bakpia Basah Mix Varian (Coklat, Keju, Original, Kumbu) - Oleh Oleh Khas Jogja",89.068,"3,7RB Terjual",KAB. SLEMAN,https://shopee.co.id/BAKPIA-JUWARA-SATOE-4-Box-Paket-Bakpia-Basah-Mix-Varian-(Coklat-Keju-Original-Kumbu)-Oleh-Oleh-Khas-Jogja-i.606000231.18551134000?sp_atk=5bfba601-8a1a-4062-886f-e07067362126&xptdk=5bfba601-8a1a-4062-886f-e07067362126,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia juwara satoe box paket bakpia basah mix varian coklat keju original kumbu khas jogja
Bolu Susu Lembang Tiramisu - Reguler Pack (550gr),37.000,779 Terjual,KOTA BANDUNG,https://shopee.co.id/Bolu-Susu-Lembang-Tiramisu-Reguler-Pack-(550gr)-i.388986220.22533545437?sp_atk=8a4f8777-8c35-4504-be54-314afca62398&xptdk=8a4f8777-8c35-4504-be54-314afca62398,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bolu susu lembang tiramisu reguler pack gr
BAKPIA JUWARA SATOE [ Isi 15 ] Bakpia Basah Coklat - Oleh Oleh Khas Jogja,28.888,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/BAKPIA-JUWARA-SATOE-Isi-15-Bakpia-Basah-Coklat-Oleh-Oleh-Khas-Jogja-i.606000231.13594370973?sp_atk=fb4316a7-0242-4e54-9ef6-72c49d4596c5&xptdk=fb4316a7-0242-4e54-9ef6-72c49d4596c5,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia juwara satoe isi bakpia basah coklat khas jogja
Kayu Jabuk box 350ml By Kuker Agung wadai kayu jabuk kue jabuk | Wadai Khas Banjar,11.000,"5,7RB Terjual",KOTA BANJARBARU,https://shopee.co.id/Kayu-Jabuk-box-350ml-By-Kuker-Agung-wadai-kayu-jabuk-kue-jabuk-Wadai-Khas-Banjar-i.1473233.22119068831?sp_atk=e0fa5773-ef3f-4bb0-9e1a-fc7bc8cb73fc&xptdk=e0fa5773-ef3f-4bb0-9e1a-fc7bc8cb73fc,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,kayu jabuk box ml by kuker agung wadai kayu jabuk kue jabuk wadai khas banjar
"BAKPIA JUWARA SATOE [ 3 Box ] Paket Bakpia Basah Mix D (Coklat, Keju, Original) - Oleh Oleh Khas Jogja",73.350,"1,8RB Terjual",KAB. SLEMAN,https://shopee.co.id/BAKPIA-JUWARA-SATOE-3-Box-Paket-Bakpia-Basah-Mix-D-(Coklat-Keju-Original)-Oleh-Oleh-Khas-Jogja-i.606000231.16394809607?sp_atk=94cef51f-00df-4710-b3ce-2e412603d55e&xptdk=94cef51f-00df-4710-b3ce-2e412603d55e,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,bakpia juwara satoe box paket bakpia basah mix d coklat keju original khas jogja
KULIT DIMSUM SIOMAY GYOZA SWEKIAU DI VACUM SEALER HALAL ENAK MURAH TIPIS TIDAK MUDAH SOBEK 8cm/9cm/10cm/12cm,9.000,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/KULIT-DIMSUM-SIOMAY-GYOZA-SWEKIAU-DI-VACUM-SEALER-HALAL-ENAK-MURAH-TIPIS-TIDAK-MUDAH-SOBEK-8cm-9cm-10cm-12cm-i.187678325.3551102303?sp_atk=99e60bb4-8482-4cc4-861d-5aa33521deb1&xptdk=99e60bb4-8482-4cc4-861d-5aa33521deb1,https://shopee.co.id/Roti-Kue-cat.11043451.11043544,kulit dimsum siomay gyoza swekiau vacum sealer halal enak murah tipis mudah sobek cmcmcmcm
