title,price,sold,location,link,category_link,preprocessed_text
[SACHET] SAMBEL CUMI MANJA SAMBAL FRESH SOTONG ASIN SUWIR CAKALANG AYAM TUNA TONGKOL PECEL KACANG TERI SUWIR EATSAMBEL EAT SACHET CIAMIK EATSAMBAL SAMYANG GOCHUJANG HALAL MAKAN MAKANAN PEDAS KULINER FOOD CEMILAN DIET IDE JUALAN SIMPLE MUKBANG JAJAN  MENU,2.900,10RB+ Terjual,KAB. PONOROGO,https://shopee.co.id/-SACHET-SAMBEL-CUMI-MANJA-SAMBAL-FRESH-SOTONG-ASIN-SUWIR-CAKALANG-AYAM-TUNA-TONGKOL-PECEL-KACANG-TERI-SUWIR-EATSAMBEL-EAT-SACHET-CIAMIK-EATSAMBAL-SAMYANG-GOCHUJANG-HALAL-MAKAN-MAKANAN-PEDAS-KULINER-FOOD-CEMILAN-DIET-IDE-JUALAN-SIMPLE-MUKBANG-JAJAN-MENU-i.54296331.17480043752?sp_atk=cdb7fa30-cde9-4e1b-a2da-3ebdd3c191a0&xptdk=cdb7fa30-cde9-4e1b-a2da-3ebdd3c191a0,https://shopee.co.id/Makanan-Minuman-cat.11043451,sachet sambel cumi manja sambal fresh sotong asin suwir cakalang ayam tuna tongkol pecel kacang teri suwir eatsambel eat sachet ciamik eatsambal samyang gochujang halal makan makan pedas kuliner food cemilan diet ide jual simple mukbang jajan menu
500GR BASRENG PEDAS DAUN JERUK,20.500,"7,1RB Terjual",KAB. KEDIRI,https://shopee.co.id/500GR-BASRENG-PEDAS-DAUN-JERUK-i.509582368.19484891181?sp_atk=ee7c8c1c-44f4-4a77-a6cd-129ea688e9d1&xptdk=ee7c8c1c-44f4-4a77-a6cd-129ea688e9d1,https://shopee.co.id/Makanan-Minuman-cat.11043451,gr basreng pedas daun jeruk
KURMA AL QASEEM 720 GRAM EMBER,17.500,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/KURMA-AL-QASEEM-720-GRAM-EMBER-i.10466663.23619589877?sp_atk=e1a621ae-fda3-419c-b116-401ff6022bb1&xptdk=e1a621ae-fda3-419c-b116-401ff6022bb1,https://shopee.co.id/Makanan-Minuman-cat.11043451,kurma al qaseem gram ember
Nabati Ahh 30gr (10pcs @3gr) Tersedia  2 & Varian Nextar Cookies Korean Goguma 90gr (8 pcs@11.25gr),16.200,4RB Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Nabati-Ahh-30gr-(10pcs-3gr)-Tersedia-2-Varian-Nextar-Cookies-Korean-Goguma-90gr-(8-pcs-11.25gr)-i.53314700.24111121863?sp_atk=5f0b68e1-1577-4762-9d1f-1266b66d9bec&xptdk=5f0b68e1-1577-4762-9d1f-1266b66d9bec,https://shopee.co.id/Makanan-Minuman-cat.11043451,nabati ahh gr pcs gr sedia varian nextar cookies korean goguma gr pcsgr
MINYAK SUNCO 2 LITER ISI 4 POUCH KHUSUS LIVE YANJOGANI,133.999,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/MINYAK-SUNCO-2-LITER-ISI-4-POUCH-KHUSUS-LIVE-YANJOGANI-i.1108921048.16599524515?sp_atk=1a94e1d4-4fe1-48f0-98b6-1c6131b587f0&xptdk=1a94e1d4-4fe1-48f0-98b6-1c6131b587f0,https://shopee.co.id/Makanan-Minuman-cat.11043451,minyak sunco liter isi pouch khusus live yanjogani
MINYAK SUNCO 2 LITER ISI 4 POUCH,134.900,"4,5RB Terjual",KOTA CIMAHI,https://shopee.co.id/MINYAK-SUNCO-2-LITER-ISI-4-POUCH-i.1030482427.24705152485?sp_atk=a4008f52-ba53-4e28-b5cc-53defcfb8f57&xptdk=a4008f52-ba53-4e28-b5cc-53defcfb8f57,https://shopee.co.id/Makanan-Minuman-cat.11043451,minyak sunco liter isi pouch
KERIPIK BUAH NANGKA APEL NANAS PISANG SALAK OVEN SUPER ENAK,17.500,10RB+ Terjual,KAB. BATANG,https://shopee.co.id/KERIPIK-BUAH-NANGKA-APEL-NANAS-PISANG-SALAK-OVEN-SUPER-ENAK-i.70834502.20584088652?sp_atk=8ea2110a-c211-46c8-a06d-cd2a8ae2317e&xptdk=8ea2110a-c211-46c8-a06d-cd2a8ae2317e,https://shopee.co.id/Makanan-Minuman-cat.11043451,keripik buah nangka apel nanas pisang salak oven super enak
Latiao Family Snack - [HALAL]  Buy 3 Get 10 Free | Wulama Latiao Bundle | Wulama Gluten | Cemilan Snack A Food Vegetarian Latiao,29.999,"5,3RB Terjual",KAB. TANGERANG,https://shopee.co.id/Latiao-Family-Snack-HALAL-Buy-3-Get-10-Free-Wulama-Latiao-Bundle-Wulama-Gluten-Cemilan-Snack-A-Food-Vegetarian-Latiao-i.1081118682.20493519374?sp_atk=d7e4f45e-b234-4b48-a746-719f307f093f&xptdk=d7e4f45e-b234-4b48-a746-719f307f093f,https://shopee.co.id/Makanan-Minuman-cat.11043451,latiao family snack halal buy get free wulama latiao bundle wulama gluten cemilan snack a food vegetarian latiao
(PROMO) Manjun Nori HALAL Seaweed Rumput Laut Sushi Gimbap Korean Yaki Sushi Nori,10.990,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/(PROMO)-Manjun-Nori-HALAL-Seaweed-Rumput-Laut-Sushi-Gimbap-Korean-Yaki-Sushi-Nori-i.153969382.5549623229?sp_atk=a0e677f5-16f5-4dda-8795-0210dd802d5d&xptdk=a0e677f5-16f5-4dda-8795-0210dd802d5d,https://shopee.co.id/Makanan-Minuman-cat.11043451,promo manjun nori halal seaweed rumput laut sushi gimbap korean yaki sushi nori
Baricho Oat sereal Pusan isi 20 pcs,8.000,10RB+ Terjual,KOTA MALANG,https://shopee.co.id/Baricho-Oat-sereal-Pusan-isi-20-pcs-i.930619088.21794829209?sp_atk=8c54c76d-8c66-467f-94f2-f0c31a8cdef3&xptdk=8c54c76d-8c66-467f-94f2-f0c31a8cdef3,https://shopee.co.id/Makanan-Minuman-cat.11043451,baricho oat real pus isi pcs
[JATIM] Minyak Goreng Sunco 2L x 4 Pouch,142.700,"2,9RB Terjual",KAB. BANYUWANGI,https://shopee.co.id/-JATIM-Minyak-Goreng-Sunco-2L-x-4-Pouch-i.1172185206.24560663365?sp_atk=d727ca81-776b-44ca-9465-7c2f33d875f8&xptdk=d727ca81-776b-44ca-9465-7c2f33d875f8,https://shopee.co.id/Makanan-Minuman-cat.11043451,jatim minyak goreng sunco l x pouch
Baso Aci Paket 12 Pcs Murah / baso aci isi 12pcs / Baso aci isi 12 pcs murah / baso aci viral / baso aci paket usaha / Paket baso aci 12 bungkus murah / paket baso aci 12 bungkus,30.050,"9,1RB Terjual",KAB. BANDUNG,https://shopee.co.id/Baso-Aci-Paket-12-Pcs-Murah-baso-aci-isi-12pcs-Baso-aci-isi-12-pcs-murah-baso-aci-viral-baso-aci-paket-usaha-Paket-baso-aci-12-bungkus-murah-paket-baso-aci-12-bungkus-i.36605651.22157938037?sp_atk=7018271e-d0e8-4a7c-bf08-2c7302000c63&xptdk=7018271e-d0e8-4a7c-bf08-2c7302000c63,https://shopee.co.id/Makanan-Minuman-cat.11043451,baso aci paket pcs murah baso aci isi pcs baso aci isi pcs murah baso aci viral baso aci paket usaha paket baso aci bungkus murah paket baso aci bungkus
MINYAK SUNCO 2 LITER  MINYAK PREMIUM,133.999,"7,3RB Terjual",KOTA JAKARTA UTARA,https://shopee.co.id/MINYAK-SUNCO-2-LITER-MINYAK-PREMIUM-i.1108921048.23661526700?sp_atk=9ebf456f-3a86-4ca5-a054-5abc2e2fdf1e&xptdk=9ebf456f-3a86-4ca5-a054-5abc2e2fdf1e,https://shopee.co.id/Makanan-Minuman-cat.11043451,minyak sunco liter minyak premium
Basreng mentah rajangemil,12.000,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/Basreng-mentah-rajangemil-i.230480826.25701597009?sp_atk=f922ffcc-7a29-4276-b79f-c6e1cdef74b6&xptdk=f922ffcc-7a29-4276-b79f-c6e1cdef74b6,https://shopee.co.id/Makanan-Minuman-cat.11043451,basreng mentah rajangemil
Collins Choco Crunchy 350gr Mini KEMASAN PABRIK,17.999,"5,1RB Terjual",KOTA BEKASI,https://shopee.co.id/Collins-Choco-Crunchy-350gr-Mini-KEMASAN-PABRIK-i.146946052.25206172242?sp_atk=77b897fc-5c23-44d2-a39c-7dcb463a5c8f&xptdk=77b897fc-5c23-44d2-a39c-7dcb463a5c8f,https://shopee.co.id/Makanan-Minuman-cat.11043451,collins choco crunchy gr mini kemas pabrik
EXP 2025 KURMA AL QASEEM EMBER STOK BARU SUKARI AL QASSIM,15.500,10RB+ Terjual,KAB. BOJONEGORO,https://shopee.co.id/EXP-2025-KURMA-AL-QASEEM-EMBER-STOK-BARU-SUKARI-AL-QASSIM-i.11261364.16122835990?sp_atk=8f0bb621-c52b-4641-a7c0-0bc81df1a5ea&xptdk=8f0bb621-c52b-4641-a7c0-0bc81df1a5ea,https://shopee.co.id/Makanan-Minuman-cat.11043451,exp kurma al qaseem ember stok sukar al qassim
[Halal] Wulama Latiao Spicy/Latiao halal/tendon,6.900,"6,7RB Terjual",KOTA JAKARTA UTARA,https://shopee.co.id/-Halal-Wulama-Latiao-Spicy-Latiao-halal-tendon-i.1019605989.24556961003?sp_atk=c5012a09-6dd5-4318-a8be-60df159be536&xptdk=c5012a09-6dd5-4318-a8be-60df159be536,https://shopee.co.id/Makanan-Minuman-cat.11043451,halal wulama latiao spicylatiao halaltendon
kopi good day mocacinno 3in1 ( 10 sachet per renceng ),12.450,10RB+ Terjual,KAB. BEKASI,https://shopee.co.id/kopi-good-day-mocacinno-3in1-(-10-sachet-per-renceng-)-i.51975820.21856112312?sp_atk=265a2d9f-b936-4e99-8578-eaa3c6d1fd4e&xptdk=265a2d9f-b936-4e99-8578-eaa3c6d1fd4e,https://shopee.co.id/Makanan-Minuman-cat.11043451,kopi good day mocacinno in sachet renceng
CEMILAN SEHAT TRAIL MIX 250GRAM,32.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/CEMILAN-SEHAT-TRAIL-MIX-250GRAM-i.254338540.23583748823?sp_atk=29b75827-7464-46db-8c6e-de4933330c3e&xptdk=29b75827-7464-46db-8c6e-de4933330c3e,https://shopee.co.id/Makanan-Minuman-cat.11043451,cemilan sehat trail mix gram
(JATIM) PAKET HEMAT MINYAK SUNCO 2L x 4 POUCH,142.700,"2,2RB Terjual",KAB. BANYUWANGI,https://shopee.co.id/(JATIM)-PAKET-HEMAT-MINYAK-SUNCO-2L-x-4-POUCH-i.1172185206.25810662513?sp_atk=0e2f87c9-a482-447a-9b74-646a43f80bfa&xptdk=0e2f87c9-a482-447a-9b74-646a43f80bfa,https://shopee.co.id/Makanan-Minuman-cat.11043451,jatim paket hemat minyak sunco l x pouch
Chunky Bar SilverQueen  cokelat 95 Gram Varian Mede / Almond,17.790,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/Chunky-Bar-SilverQueen-cokelat-95-Gram-Varian-Mede-Almond-i.42962769.892861832?sp_atk=306b89e7-e4b2-4a1b-84ec-737bab518144&xptdk=306b89e7-e4b2-4a1b-84ec-737bab518144,https://shopee.co.id/Makanan-Minuman-cat.11043451,chunky bar silverqueen cokelat gram varian mede almond
1kg basreng stik sultan pedas daun jeruk,35.999,10RB+ Terjual,KAB. GRESIK,https://shopee.co.id/1kg-basreng-stik-sultan-pedas-daun-jeruk-i.33759271.16278240004?sp_atk=924ccfe9-4334-47ad-8e66-ae98d8db9551&xptdk=924ccfe9-4334-47ad-8e66-ae98d8db9551,https://shopee.co.id/Makanan-Minuman-cat.11043451,kg basreng stik sultan pedas daun jeruk
NEW!!!! CIreng Salju Dapur Amos,14.878,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/NEW!!!!-CIreng-Salju-Dapur-Amos-i.1048824459.15398389413?sp_atk=421b019a-6170-405e-bd8b-f237e1d63255&xptdk=421b019a-6170-405e-bd8b-f237e1d63255,https://shopee.co.id/Makanan-Minuman-cat.11043451,new cireng salju dapur amos
Permen Cube Viral - Candy Cube Milo Willo Getberry isi 60 pcs,16.380,"5,1RB Terjual",KOTA CIMAHI,https://shopee.co.id/Permen-Cube-Viral-Candy-Cube-Milo-Willo-Getberry-isi-60-pcs-i.8512983.23859378106?sp_atk=95255d77-7caf-4c67-877e-b518395a5f22&xptdk=95255d77-7caf-4c67-877e-b518395a5f22,https://shopee.co.id/Makanan-Minuman-cat.11043451,permen cube viral candy cube milo willo getberry isi pcs
Collins Pasta ( 350gr ) Dengan Malt Krispi Choco Crunchy Exp Exp Jan 2025 PROMO HALAL,17.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Collins-Pasta-(-350gr-)-Dengan-Malt-Krispi-Choco-Crunchy-Exp-Exp-Jan-2025-PROMO-HALAL-i.2379138.23884135901?sp_atk=6199eeec-8676-45fa-afc9-9e574c91f382&xptdk=6199eeec-8676-45fa-afc9-9e574c91f382,https://shopee.co.id/Makanan-Minuman-cat.11043451,collins pasta gr malt krispi choco crunchy exp exp jan promo halal
Momogi Stick Snack Extrudat - Isi 20 bks,9.250,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Momogi-Stick-Snack-Extrudat-Isi-20-bks-i.1521932.1881662956?sp_atk=7b93971f-db01-487f-97a5-cf618aa28375&xptdk=7b93971f-db01-487f-97a5-cf618aa28375,https://shopee.co.id/Makanan-Minuman-cat.11043451,momogi stick snack extrudat isi bks
Hampers Snack Box Cokelat Kado Ulang Tahun Valentine Hadiah Pacar Gift Box Buket Murah Hadiah Wisuda Sempro Anniversary Hari Guru Cewek Cowok,52.500,"1,8RB Terjual",KAB. TULUNGAGUNG,https://shopee.co.id/Hampers-Snack-Box-Cokelat-Kado-Ulang-Tahun-Valentine-Hadiah-Pacar-Gift-Box-Buket-Murah-Hadiah-Wisuda-Sempro-Anniversary-Hari-Guru-Cewek-Cowok-i.123570246.25708167174?sp_atk=9c1b57eb-0c22-4714-8fbe-3a36c41d92ac&xptdk=9c1b57eb-0c22-4714-8fbe-3a36c41d92ac,https://shopee.co.id/Makanan-Minuman-cat.11043451,hampers snack box cokelat kado ulang valentine hadiah pacar gift box buket murah hadiah wisuda sempro anniversary guru cewek cowok
[DARLING] Hampers Cewe Anniversary Ulang Tahun Wisuda Valentine | Kado Wanita Pink Edition Coklat Boneka,72.900,620 Terjual,KOTA SEMARANG,https://shopee.co.id/-DARLING-Hampers-Cewe-Anniversary-Ulang-Tahun-Wisuda-Valentine-Kado-Wanita-Pink-Edition-Coklat-Boneka-i.26019093.24611082946?sp_atk=84ce3b93-15a2-4130-be23-11c2629c1c5a&xptdk=84ce3b93-15a2-4130-be23-11c2629c1c5a,https://shopee.co.id/Makanan-Minuman-cat.11043451,darling hampers cewe anniversary ulang wisuda valentine kado wanita pink edition coklat boneka
Sapu Lidi 30 cm Mie Lidi Si Umang 130gr 65gr (Agen Surabaya),13.416,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Sapu-Lidi-30-cm-Mie-Lidi-Si-Umang-130gr-65gr-(Agen-Surabaya)-i.712457661.14261907127?sp_atk=bcf90fbc-c8c3-4ffa-b6bf-5b835de54fa8&xptdk=bcf90fbc-c8c3-4ffa-b6bf-5b835de54fa8,https://shopee.co.id/Makanan-Minuman-cat.11043451,sapu lidi cm mie lidi si umang gr gr agen surabaya
LEMONILO Brownies Crispy - Chocochips Keju - Cemilan Diet Sehat - Lemonilo Bronis Coklat - Lemonilo Brownie Cheese,11.990,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/LEMONILO-Brownies-Crispy-Chocochips-Keju-Cemilan-Diet-Sehat-Lemonilo-Bronis-Coklat-Lemonilo-Brownie-Cheese-i.409558154.17113267122?sp_atk=57a1d909-fa87-4f28-85a6-8d93763d7cef&xptdk=57a1d909-fa87-4f28-85a6-8d93763d7cef,https://shopee.co.id/Makanan-Minuman-cat.11043451,lemonilo brownies crispy chocochips keju cemilan diet sehat lemonilo bronis coklat lemonilo brownie cheese
BASRENG MENTAH + CHILI OIL DAN BASRENG BOJOT + CHILI OIL VACUM,12.999,"5,5RB Terjual",KOTA SURABAYA,https://shopee.co.id/BASRENG-MENTAH-CHILI-OIL-DAN-BASRENG-BOJOT-CHILI-OIL-VACUM-i.91703997.25754394415?sp_atk=4dbeeef7-c841-4bf7-97bb-3ba514ef0928&xptdk=4dbeeef7-c841-4bf7-97bb-3ba514ef0928,https://shopee.co.id/Makanan-Minuman-cat.11043451,basreng mentah chili oil basreng bojot chili oil vacum
Choco Chips / Choco Crunch / Coco Simba Bulky Richeese Nabati 950Gram Murah Kualitas,36.999,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/Choco-Chips-Choco-Crunch-Coco-Simba-Bulky-Richeese-Nabati-950Gram-Murah-Kualitas-i.14831233.13038189894?sp_atk=069e8302-8a78-478a-8e08-cc1a3cd640dd&xptdk=069e8302-8a78-478a-8e08-cc1a3cd640dd,https://shopee.co.id/Makanan-Minuman-cat.11043451,choco chips choco crunch coco simba bulky richeese nabati gram murah kualitas
